Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,Tag_clean
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports",This is starting to get very upsetting. XXXX XXXX XXXX has erroneously stated that an account from XX/XX/XXXX is included in a bankruptcy that does not exist!!!! My bankruptcy was discharged in XX/XX/XXXX before I ever even HAD a XXXX XXXX account. This company has brought my score down 29 points because of this erroneous reporting on my XXXX and XXXX credit reports. I ask that this account be removed from my credit reports immediately,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MI,485XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174343,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","I was pulling my credit report up to get preapproved for my mortgage, I noticed several thing that are not right.first up my name is XXXX XXXX XXXX PLEASE DELETE any other name. My SOC SEC # XXXX DOB XX/XX/1984 please remove/delete any other SS numbers from my credit report they are not me, someone else information. My only address is XXXX XXXX XXXX, XXXX, OH XXXX. Please remove the following Fraudulent addresses:XXXX XXXX XXXX , XXXX , OH XXXX XXXX XXXX XXXX , XXXX , OH XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX I do not know who SSN : XXXX SSN : XXXX SSN : XXXX not mine please delete. I have an account with a false 60 day late payment that was never late : XXXX  XXXX  # XXXX inaccurate please delete. 
I have never done business with XXXX or XXXX XXXX XXXX # XXXX please delete this account it may have belonged to one of the other SS and names on my credit report.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,OH,432XX,,Consent provided,Web,03/09/2019,Closed with non-monetary relief,Yes,,3174800,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","I have some addresses on my file that do not belong to me I am a victim of ID theft and I need these addresses removed they are not mine : XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX CT, XXXX, OH XXXX XXXX XXXX XXXX , XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX XXXX , XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX CT, XXXX, OH XXXX XXXX XXXX XXXX , XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX XXXX, XXXX, OH XXXX",,Innovis,OH,,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174861,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports",Account has been closed on my credit and I do not recognize,,SANTANDER CONSUMER USA HOLDINGS INC.,FL,330XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174922,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","XXXX continues to extort by reselling fraudulent credit information - they refuse to fix under order of us govt- or persons filing against them for doing so. This info was removed from files and blocked from reporting, yet persistently appears on sold info to any creditor requesting copy-which does not disemenate from the bureaus as companies are forced to make claim, even as claimed on documents. The files in fact point to old data XXXX, XXXX XXXX, etc ( all 3rd party subCRAs, illegal ) have collected "" from the bureaus '' and some point in the past. these companies have no intention of correcting or purging files. I have been requested to CC XXXX 5+ years of information so they can push buttons on a computer and VERIFY DATA- I have no credit accounts. There is no info to give. all accounts have been disputed in full, removed, closed, or PAID ( XXXX ).",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",AZ,853XX,Servicemember,Consent provided,Web,03/14/2019,Closed with explanation,Yes,,3174354,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","Im submitting this complaint with XXXX  because my credit score was negatively impacted due to XXXX   reporting a late payments against me. My credit report shows a late payment was reported during the month of XX/XX/XXXX. I was a loyal customer to XXXX ever since received my auto loan in XX/XX/XXXX and I always made my payments on time. I had the ability to pay my bill to XXXX for the month reported as late and I scheduled my payment to be withdrawn from my bank account on-time for that bill. XXXX either did not properly send a request for payment from my bank, or did and something prevented the money transfer to XXXX. I was never properly informed by XXXX about any impending or existing missed payments on my account for the month reported as late. I also never received any indication from my bank account of a returned item due to not having proper funds in my account to pay my bill to XXXX. I only found my original payment was not posted when I logged into my online XXXX account. I immediately paid my bill with my debit card and confirmed with my bank the following day to ensure the payment had successfully been transferred to XXXX. I'm only bringing this issue to the attention of others now because I did not know XXXX was reporting any payment as late to credit reporting agencies until I reviewed my credit report earlier this year. I have been negatively impacted when trying to apply for other forms of credit for over 4 years due to the late payment on my record caused by XXXX. Since this late payment is not the result of my wrongdoing, and due to the circumstances listed above, I respectfully request for XXXX to remove the late payment during the month of JXX/XX/XXXX. Please consider my track record of on-time payments as proof I take my financial obligations seriously. If you have any questions, or require further information from me, please feel free to contact me at your convenience.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,KS,,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174645,Credit reporting
03/09/2019,Checking or savings account,"On Saturday XX/XX/XXXX, I attempted to make an atm withdrawal in the amount of {$240.00}. I was unable to, due to a fraud block placed on my card. I called Bank of America customer service. which took me an over 1 hour to get someone on line. The feature the bank has to call you back rather than wait. Is not helpful at all. I was asked about a few transactions that occurred with my debit card and verify it all, except for 1 charge that was overseas. I was told the card was compromised and I would get a new card in the mail. On Monday XX/XX/XXXX I seen the credit card payments I made, and by the end of Mondays day I had deposited enough money to the account to cover the credit card payments and left with a positive balance of {$96.00}. On XX/XX/XXXX, I was charged with four {$35.00} fees Because of the {$1000.00} charge the fraud department placed on the account that I wasnt aware of would be in the account. I spoke with a supervisor on the phone and he had could not understand the issue. Since then Ive been hit with additional fees to the account for more than {$300.00}.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,300XX,,Consent provided,Web,03/12/2019,Closed with explanation,Yes,,3174502,Bank account
03/09/2019,Debt collection,"Portfolio Recovery called my house several times and did not present themselves as a debt collector and threatened a lawsuit. The last time they called they stated a suit against me had been filed. A week later here was a piece of paper on my door stating I was being served and needed to call the process server. 2 days later he showed up at my door and told my husband he can only talk to me. The next day there was another note on my door with my full name and date of birth. The next night I was home and he rang the bell at XXXX XXXX. Told me that he would come back every night until I took this document, they claimed was a law suit filed in my county. I did not sign for the document but took it and it is a false document. The court they referred to is not in my county. I checked court records and my name was not listed under the "" case number ''. This started happening on XX/XX/XXXX. I received the documents on XX/XX/XXXX. The cover of the so called law suit is a collection notice from Portfolio Recovery for the amount of {$1500.00}. I have never signed anything with that company, they assumed a debt that was from another company.",,PORTFOLIO RECOVERY ASSOCIATES INC,TX,786XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174381,Debt collection
03/09/2019,Debt collection,"On XX/XX/2019, The Corporation/LLC Certificate of Good Standing for the state of Illinois shows that CMRE Financial Services , Inc. is not legally able to collect in the state of Illinois as they are in not good standing per the website. I am disputing the debts reported on my credit due to no valid license for CMRE to collect in the state of Illinois.",,"CMRE Financial Services, Inc.",IL,604XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174642,Debt collection
03/09/2019,Debt collection,"To Whom It May Concern, The reason for my dispute is CREDIT MANAGEMENT LP # XXXX was required to notify me no later than 30 days after furnishing the negative information to credit bureau reports, in writing ... under such section 623, subsection ( 7 ) ( A ). 
However, in my records I am unable to locate documentation that they complied with this requirement, which is a violation of the FCRA & FDCPA. Also, CREDIT MANAGEMENT LP failed to give me my "" Mini-Miranda '' five days prior to placing this derogatory item is on all of my credit reports, per Section 807 ( 11 ) & FDCPA 809, which is {$1000.00} per violation and the state of OHIO allows treble damages. Under 809. Validations of date and Mini-Mirandi under Section 807 ( 1 ) CREDIT MANAGEMENT LP failed to send me my initial communication before placing this alleged item on my credit reports further violating the FCRA, with {$1000.00} per violation. CREDIT MANAGEMENT LP is held liable as well for defamation and in the state of OHIO a creditor is who collects they are on debt is considered a debt collector under 1319.12 Taking assignment of debts. FDCPA I fail to see where CREDIT MANAGEMENT LP is in compliance with OHIO LAW. I also believe that this business is not registered to operate in the state of OHIO I expect this collection account to be removed from my credit report. CREDIT MANAGEMENT LP. has not even tried to contact me regarding this collection account. Please have them remove this collection account immediately. Thank you!",Company disputes the facts presented in the complaint,"The CMI Group, Inc.",OH,432XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174463,Debt collection
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","On XX/XX/XXXX I mailed a copy of my Drivers License, Social Security Card and electric bill to Experian for my free annual credit report I never received it. On XX/XX/XXXX I called Experian and spoke to XXXX in special credit services and after three security questions She said I failed and denied to send my report, she said that I would have to wait five days until the information I sent in was processed. On XX/XX/XXXX I called and spoke to XXXX in special credit services and was told that Experian don't have my personal information at all. XXXX told me to upload the information on there sight when I did they want to charge me {$12.00} for my free annual report. Enclosed I am sending you the information I sent to Experian on XX/XX/XXXX and a copy of my XXXX credit report.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,,,Consent provided,Web,03/09/2019,Closed with non-monetary relief,Yes,,3174783,Credit reporting
03/09/2019,Debt collection,"In XX/XX/XXXX I applied for and received an online loan from BlueChip financial DBA XXXX. The loan amount was {$800.00} with 17 payments of {$130.00} totaling {$2200.00}. I made several payments totaling {$930.00} which was more than the amount loaned to me. In XXXX, I had some financial and health issues come up and I couldnt make my payments. Not knowing what the online lender could I contacted the Indiana department of Financial Institutions, the Federal Trade Commission and the Consumer Financial Protection Bureau. It seems that XXXX is NOT licensed to do business in the state of Indiana, charges illegal amounts of interest and does not recognize federal and state laws. Tribal law does not supersede state or federal law especially since Im not a member of the tribe nor do I reside on the reservation. BlueChip financial also violates the federal law against, deceptive and abuseive practices. Which in turn means that my loan is NOT legal, NOT enforceable and it is NOT collectible. Upon receiving this information I contacted XXXX via phone and told them what I was told. After that conversation I still received emails from them trying to collect money from me. On XX/XX/XXXX, I received an alert from my credit monitoring app that a collection account was added. The account was reported by - XXXX XXXX XXXX XXXX XXXX XXXX In regards to the XXXX account. After making several phone calls I was told that XXXX sold my account to this company. I contacted XXXX and once again advised them that the loan was illegal thus making it null, void and uncollectableband that they needed to pull back my account from the collection agency. They said that a case manger would look into this. I wasnt given any time frame or even the persons name. I then contacted XXXX XXXX XXXX- I spoke with XXXX , who said he was the manager, he was very rude and basically said that they have money on this account and I needed to pay. I advised him that the loan was ILLEGAL making it null, void and uncollectable but he insisted that this legal for them to report this to the credit bureau. I have since then filed disputes with the credit bureau.",Company believes complaint caused principally by actions of third party outside the control or direction of the company,BlueChip Financial,IN,462XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174747,Debt collection
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","When checking my credit report I have noticed that XXXX is reporting a debt that does not belong to me and could not be validated and verified, I disputed this debt on XX/XX/2018, XX/XX/2018 XXXX and XXXX has not validated this debt, i requested signed documents bearing my wet ink signature, after repeated request for over 3 months XXXX has not provided me any type of validation, they have not provided me with any type of documents that shows i agreed to pay this debt, i did not sign any agreement or documents with XXXX or the company that they are collecting for. 

I disputed this debt with Experian on XX/XX/2018, XX/XX/2018 XXXX and Experian has failed to validate this Debt and continues to knowingly violated FCRA. 

Experian gives me know options on their website to re dispute this debt as not mine. 

I recently received a response to a dispute on approximately XX/XX/2018, XX/XX/2018 XXXX that I made under FCRA 611 ( a ) regarding an erroneous item on my credit report involving a transaction with. I was saddened to learn that you somehow verified the disputed item, electing to leave it on my report. 

I am absolutely certain that the item I disputed is incorrect and should be removed, so I am hereby exercising my rights under FCRA 611 ( a ) ( 7 ) to request a complete description of all methods used to investigate my aforementioned dispute. 

I am very interested to learn how your investigator ( s ) arrived at this erroneous conclusion. I would like to see a complete list of all documents and correspondence with. Please include all names and contact information of employees that you spoke to at as part of this investigation with XXXX. 


I am asking for this verification because my credit score is important to me, and I believe it is being unjustly degraded as a result of this unfortunate error. I would therefore request that you please do not send me a template letter in response to this request. I am in the process of planning a legal case, so I need specific answers to the specific questions asked of you in this CFPB complaint. 

I expect to receive a response within 15 days of receipt of this letter, or I will expect to see the item in question permanently expunged from my record.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NC,281XX,,Consent provided,Web,03/11/2019,Closed with explanation,Yes,,3174591,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","I've tried a few times to remove these unverified and unknown accounts from my credit report, however the major credit bureaus insist on keep reporting information inwhich is taking from one side, the supposed creditors. I have requested and questioned their Method Of Verification and have not received anything. My next step will be to file a law suit against the reporting agencies. The Fair Credit Reporting Act states that if the credit reporting agencies can not provide consumer with request and physical documentation of what's being requested then the accounts shall be removed immediately. I'm Demanding that these accounts either be blocked from my credit report or the reporting agencies provide physical documentation along with their Method Of Verification into these accounts. Who verified these accounts, when and how did they verify these accounts, At what time, hour and day/ date did they verify these accounts. Inwhom did they communicate with and what methods of communication was used. And if this can not be met in a timely fashion then these accounts shall be deleted immediately. 1. XXXX XXXX XXXX {$1000.00} ... ... ( 2 ) XXXX {$920.00} ... .. ( 3 ) XXXX XXXX XXXX {$390.00} ... .. ( 4 ) XXXX XXXX {$130.00}",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MO,631XX,,Consent provided,Web,03/09/2019,Closed with non-monetary relief,Yes,,3174482,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","I have a loan with XXXX XXXX XXXX, XXXX and XXXX XXXX. I have always made my payments on time. For some reason I realized that there was a late payment on my credit report. As you can see, I have always had a stellar payment record with this company. I tried contacting both XXXX, XXXX, XXXX  XXXX XXXX, XXXX and XXXX XXXX with no successful resolution. XXXX and XXXX  were reporting me late. There was definitely an error on their part. I was never 30 days late.",,SANTANDER CONSUMER USA HOLDINGS INC.,NV,,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174678,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports",I disputed account # XXXX XXXX XXXX XXXX  on my credit report due to inaccurate information. The account was deleted. I checked my report and noticed that the account was added back to my report. I called Experian today XX/XX/XXXX to ask why wasnt I notified in writing about the account being added back to my report. The rep XXXX told me the account was never deleted which is a lie because I have proof it was deleted from EXPERIAN! I would like the account deleted. I have inaccurate information reporting on my report and Experian is the only reporting bureau that seems like they are not investigating properly.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174811,Credit reporting
03/09/2019,Debt collection,I am an identity theft victim. My computer was hacked in XX/XX/2018 while attempting to get customer service over the phone from XXXX for a printer installation. XXXX XXXX confirmed that all my information had be compromised. My email was compromised by receiving fraud emails from XXXX XXXX. I have been a victim of theft of my bank and credit accounts. XXXX is one account that has been established during this theft. I have submitted identity fraud reports and police reports to all credit bureaus as well as this company. They continue to harass me as I am a victim.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Velocity Portfolio Group,IL,,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174705,Debt collection
03/09/2019,Student loan,I called several different times to start a deferment and was approved for information to be corrected by navient about late payments. But when I look on my credit report it says different causing my score to change. It looks like lve been missing payments. When I was told I had a certain amount of time to pay or submit proper documents about my hardship.,,"Navient Solutions, LLC.",IL,620XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174840,Loan
03/09/2019,Debt collection,this company is calling me for my brothers debt. i told them he doesn't live here. they tell me if he doesn't contact them by a certain time legal action will proceed.i have twice told them this is not his number,,"Commonwealth Financial Systems, Inc.",NY,141XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174358,Debt collection
03/09/2019,Debt collection,"This is NOT MY ACCOUNT. ... to begin with, I dont owe XXXX anything as I was never in a contract with them and havent had their services. That being stated, please provide me with the original signed consumer contract bearing my signature showing what services theyre alleging I received so I can take the original consumer signed contract to my police department. I am not and havent been a XXXX user. 
My local law enforcement is pretty direct when it comes to bringing all of the facts and proof in, when filing a police report so please get that to me ASAP. 
This is also your additional notice ( other than when I called ) of me informing you that this is NOT my account. 

Thank you",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Credit Protection Association, L.P.",NV,890XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174830,Debt collection
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","COLLECTIONS Account Details Last Reported XX/XX/XXXX Collection Agency BONNEVILLE COLLECTIONS Original Creditor XXXX XXXX Status Open Opened Date XX/XX/XXXX Closed Date -- Responsibility Individual Account. 
Balance {$0.00} High Balance {$96.00} Remarks -- Creditor Contact Details XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, UT XXXX Account Details Last Reported XX/XX/XXXX Collection Agency XXXX XXXX XXXX Original Creditor XXXX XXXX Status Closed Opened Date XX/XX/XXXX Closed Date -- Responsibility Individual Account. 
Balance {$0.00} High Balance {$43.00} Remarks Account paid for less than full balance Account Details Last Reported XX/XX/XXXX Collection Agency XXXX XXXX XXXX Original Creditor XXXX XXXX Status Closed Opened Date XX/XX/XXXX Closed Date -- Responsibility Individual Account. 
Balance {$0.00} High Balance {$77.00} Remarks Account paid for less than full balance Creditor Contact Details XXXX XXXX CO XXXX XXXX XXXX XXXX XXXX, WI XXXX ( XXXX ) XXXX",,Bonneville Billing and Collections,LA,,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174631,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","XX/XX/2016 the property at XXXX XXXX XXXX was forclosed on by ocwen and auctioned off, ocwen bought it back from themselves at the auction for the total amount owed, I have the lawyers papers from the auction. It's only wrong on XXXX and they or ocwen will not fix it. It's hurting my score an ability to buy. Thank you",,OCWEN LOAN SERVICING LLC,MD,210XX,Servicemember,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174775,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","In lieu of several attempts to have this matter corrected I am requesting that a human being investigate this matter personally and not a automated computer system. I do not owe this debt. XXXX XXXX and the credit bureau are in violation of my rights under the FCRA. By law I have the right to request documentation proving the debt is mine and is valid. XXXX XXXX has failed to provide any proof this debt is valid to myself or to the credit agency. Each time a complaint is filed against XXXX they claim the debt is valid without furnishing any documentation. XXXX, XXXX  and Experian have also failed to formally review proof of debt by XXXX. I am again formally requesting that XXXX and the credit agency formally provide proof that this debt, balances and dates are accurate. If this matter is not resolved an investigated within 30 days I will be filling a civil suit against the credit bureau.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,302XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174689,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","I have asked Capital Accounts, on at least three occasions, to sent me a detailed statement of account which shows : Date of Services Detailed Services Provided Insurance Payments ( XXXX XXXX ) Received My payments received So far, I have not received any of the above information",Company believes it acted appropriately as authorized by contract or law,"Capital Accounts, LLC",SC,294XX,Older American,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174845,Credit reporting
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","I have repeatedly asked for evidence to support your reporting, but yet again, you have failed to provide me with a copy of any viable evidence submitted by these offices substantiating their claims. Furthermore, I have requested your method of verification, and you have not complied, which is an additional violation of the Fair Credit Reporting Act 611 ( a ) ( 7 ). 

Given that I believe you are acting in bad faith, and have not complied with the Fair Credit Reporting Act, I have filed a Small Claims lawsuit against you. 
I have maintained careful records of your actions, and you will now be required to appear at XXXX XXXX XXXX, XXXX, NY XXXX. 

I am writing a letter of dispute. I have included a copy of my driver'slicense and social security card to validate my identity. In accordance with the Fair Credit Reporting Act, Section 609 ( a ) ( 1 ) ( A ) your credit reporting agency is required by Federal Law to  verify physical records on file of the original signed account or contract from any accounts you post my credit report. 

I am formally requesting to see verifiable proof of the original consumer contract with my personal signature on the record. I have listed the accounts below, in which I am requesting said verification. Failure to verify account records in compliance with the FCRA will damage my ability to obtain credit. Under FCRA unverifiable accounts must be promptly removed. 

I formally demand the following negative account records be verified, and/or removed immediately. 
Inquiry details XXXX XXXX XXXX Inquiry from XX/XX/XXXX XXXX XXXX Inquiry from XX/XX/XXXX XXXX XXXX Inquiry from XX/XX/XXXX XXXX XXXX Inquiry from XX/XX/XXXX XXXX/XXXX Inquiry from XX/XX/XXXX XXXX/XXXX  Inquiry from XX/XX/XXXX XXXX Inquiry from XX/XX/XXXX XXXX/XXXX Inquiry from XX/XX/XXXX XXXX XXXX Inquiry from XX/XX/XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NY,104XX,,Consent provided,Web,03/09/2019,Closed with non-monetary relief,Yes,,3173646,Credit reporting
03/09/2019,Student loan,"I received a federal loan and Navient is the liaison on XX/XX/XXXX. Last month on XX/XX/XXXX and XX/XX/XXXX for amounts of {$700.00} and {$600.00} respectively. I checked my account today on XX/XX/XXXX to make another payment and was surprised to see my unpaid interest was significantly higher than I expected. My payments were never processed for that loan. I have attempted to contact them and have not received an explanation as of yet. In searching for help with this, it appears I'm not the only one with misallocated payments.",,"Navient Solutions, LLC.",MO,648XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174838,Loan
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","I wrote each bureau regarding accounts that are currently reporting to my credit that are a result of identity theft and are not mine. In my request I asked them to remove these items due to them being a result of identity theft, and they have not done so and they have not responded. 

XXXX are reporting the following fraudulent accounts : XXXX XXXX, XXXX XXXX XXXX , XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX and Experian are reporting the following fraudulent accounts : XXXX XXXX , XXXX , XXXX XXXX/XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX , XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX , XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX I then asked them to provide proof that these were my accounts due to them not having removed them and they did not respond. Both failed responses exceeded the 60 day standard timeframe it takes for them to respond.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,330XX,,Consent provided,Web,03/09/2019,Closed with non-monetary relief,Yes,,3174651,Credit reporting
03/09/2019,Student loan,"On XX/XX/XXXX, I spoke to a member of the Wells Fargo XXXX XXXX XXXX team about deferment options and the possibility of adjusting my due date so that I do not continuously incur late fees. This conversation was a pro-active effort to explore my options before I had to move. I was told verbally that neither deferment on my loans due to a financial hardship ( I was moving at the time ) nor adjustments to my due date were an option. 

I have continuously called and made partial payments during this time : XXXX {$310.00} XXXX {$560.00} XXXX {$150.00} XXXX {$560.00} XXXX {$660.00} XXXX {$400.00} XXXX {$400.00} I now owe {$550.00} in late fees even though I communicated that the due date was after my pay day. I have a balance of {$2000.00} for my student loan payment and I have not received written notification that deferment and/or a revised repayment plan is not an option. I communicated to the Wells Fargo XXXX XXXX XXXX team I was still trying to make a good-faith effort to make payments and wanted to see if what my options were. I was not informed of any additional options and the snowball effect of late fees and a two-month hardship caused me to fall behind. 

Lastly, I was assigned a researcher named XXXX XXXX on XX/XX/XXXX ( it has been over XXXX business days ) and have not been contacted by him to follow up with my inquiries.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,DC,200XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174787,Loan
03/09/2019,Student loan,"I enrolled at XXXX University Online. I informed the Registrars office that I did not have a high school diploma. They stated that this was not an issue and they could use my "" life experiences '' as basis for enrollment. I did not do an entrance exam and I was only given a login and password. I did not understand the curriculum and after 10 days of trying to do it figured out I was not going to be able to. I called the college and unenrolled and was told that my I would not owe anything do to the circumstances of me not having a high school diploma. I have sent Navient "" My Loan Holder '' several documents stating the facts, all the documentation that is needed for loan discharge but I keep getting the run around and the generic Denial Letters. I believe that they are not investigating the situation. They keep saying I was enrolled in XXXX University XXXX, which I have sent proof from the National Student Loan Data Systems and the registars office at XXXX University XXXX. The last response I received from Navient is asking for verification from the college that I was not given an entrance exam. How do I complete that since the college is no longer in business. I am one of the many victims that XXXX University Frauded. I have attempted to rectify the issue with Navient with no success. I am in need of the CFPB help to make this matter right.",,"Navient Solutions, LLC.",TX,,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174721,Loan
03/09/2019,"Credit reporting, credit repair services, or other personal consumer reports","XXXX, XXXX XXXX SOC SEC # XXXX DOB XX/XX/XXXX ADDRESS XXXX XXXX  XXXX XXXX XXXX, XXXX XXXX, FL XXXX ATTENTION DISPUTE DEPARTMENT TODAYS DATE : XX/XX/2019 This serves to notify you on the inaccurate information on my credit report as per your file. I have sent this letter via registered mail for purposes of formal escalation in the appropriate courts of law should the need arise. 
Recently, I've been denied in my application for ( mortgage, car loan, credit card, health insurance, employment ) in Florida XXXXUpon closer look, this was due to inaccurate information on credit report ; mine. My Florida id and social security card was stolen. I have been disputing this charge and have proved that it was a fraudulent account I have also included a copy of the police report. I've been unnecessarily embarrassed by this oversight on your part or maybe your credit reporter 's part. The erroneous information below is not only degrading or defamatory. It has also damaged my good credit standing, prevented me from having something that I badly needed, and most of all it has caused too much stress which has affected my health. In short, the quality of my life has been negatively affected by this inaccurate information on the credit report which is detailed as follows ; XXXX XXXX XXXX XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX, XXXX. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX XXXX XXXX XXXX, XXXX XXXX SOC SEC # XXXX DOB XX/XX/XXXX ADDRESS XXXX XXXX XXXX XXXX XXXX, XXXX XXXX, FL XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,334XX,,Consent provided,Web,03/09/2019,Closed with non-monetary relief,Yes,,3174315,Credit reporting
03/09/2019,Debt collection,"During the year 2017 I went to XXXX XXXX to purchase a bed, and wanted to use my XXXX XXXX card to pay for it. The limit on the card was {$700.00}, and I requested them to raise the limit to {$2500.00} so that I could pay for the bed. They rejected my request, saying that there was an outstanding debt reflected on my credit report. I knew nothing of any debt and immediatelt went to the credit bureau to see what this could be. I was horrified to find that on XX/XX/2017 a company, XXXX XXXX XXXX, supposedly acting on behalf of HSBC Bank, Nevada, had lodged a debt owing of {$460.00}. I have never heard of either company, and requests to them to have this removed have gone unanswered, and my complaint to the credit bureau was negatively responded to, and they told me to contact you. 

Because I do not have any credit cards or other debts other than my home and car, I haven't worried too much about it, but I just had my car refinanced by my bank and they mentioned this to me again, and penalised me because it was still unpaid by adding 2 % onto the interest rate that they would have charged me had it not been there. 

I have copies of the correspondence sent to both XXXX and XXXX XXXX should you wish to see them, and I would be grateful if you could advise me what further steps I can take to get this debt removed from the credit bureaus.",,HSBC NORTH AMERICA HOLDINGS INC.,UT,840XX,Older American,Consent provided,Web,03/12/2019,Closed with explanation,Yes,,3174552,Debt collection
03/09/2019,"Payday loan, title loan, or personal loan",I have handed a letter to each loan company I am complaining about not to contact me at work because the fair credit act says if I do so they are not to contact me at work. I have 2 companies that do not follow this and also will call my home several times a day sometimes within minutes of calling. They will also show up at my home without noticed. I need all this to stop. The will even call my family members if the don't talk to them.,,SOUTHERN MANAGEMENT CORP.,TN,385XX,,Consent provided,Web,03/09/2019,Closed with explanation,Yes,,3174920,Loan
